fnoip,fnoea,ntoip,ntoea,enoip,enoea,efnoip,efnoea,etoip,etoea,entoip,entoea,canip,canea
0.460977916447066,0.7710519453712958,0.48375308811550016,0.16866561646409298,0.4562999319378982,1.6231406022743005,0.45671470890006627,0.8564718263498055,0.47701963499878075,0.2821181200887314,0.4834418469293871,0.1687771317556206,0.49230630188117797,0.1427962869006583
0.43362242891406666,0.7522989024087354,0.47840160160427736,0.16788815654594538,0.42954834596773495,1.6250526323943864,0.4292334206593251,0.8299162751494857,0.46072406342019817,0.28261887890560744,0.47360494613887727,0.1649890502927598,0.47680226213145405,0.14090560790458007
0.443590832758058,0.7374473140979878,0.476864239285693,0.1673205532007421,0.4346999014068018,1.625108736430942,0.43873650448474955,0.818277329311937,0.44278695485285524,0.2834487356396984,0.4452581856343236,0.15869688126794657,0.4734105189490112,0.13905214753942852
0.44062797013314414,0.7314953763069556,0.4696716374978891,0.1667773153132046,0.43143555130769384,1.6244048652396819,0.4357539389917755,0.8169643454444429,0.4364943131437413,0.2830360170329058,0.43425703323475073,0.1485276547117746,0.46885158252189396,0.13702124898554024
0.43953008877176947,0.7258974153604107,0.46839838770217845,0.1673224867407752,0.43002647961130325,1.6243008088632047,0.4352557396106982,0.8168253315495004,0.4373583827281702,0.2830625392738919,0.43525858187823013,0.1484074906881152,0.45054840678475094,0.1359996899906697
0.4376939026043647,0.7194369743416912,0.4616626583543752,0.16132583250247126,0.43206998620903114,1.6238668435745849,0.4336428136923023,0.8119997653807791,0.43700255216179207,0.2722751904585191,0.43679525055355267,0.145390705588462,0.4461483888879805,0.13521092966811088
0.4426480067315932,0.7175911137713007,0.4625322835840032,0.15887175719404506,0.43480974866258837,1.621354407074163,0.4392157987391978,0.7985467013401149,0.4371112956748231,0.27178056443263543,0.4368211168859137,0.14382378544915186,0.44599370256487614,0.13371368906504455
0.44412083539391123,0.7166930967824396,0.4542675000073003,0.15830985181819238,0.4356348538717105,1.618472927066434,0.4413237885823369,0.7975254865714176,0.43726860637958825,0.2409441065867679,0.4368729108129438,0.14383000128792328,0.4386532710125781,0.13266758748322338
0.44781968648554527,0.7159616559374642,0.45483943975950103,0.1572461855113994,0.4358041157796655,1.5738908118236363,0.44471588561415354,0.7940123862860917,0.4388385306406486,0.24062757439057214,0.43788870945586056,0.1421435220024791,0.43978261884577163,0.13124698020359904
0.44842098636454875,0.7088344689912569,0.4517891344823968,0.1542662103338363,0.43641336948010245,1.5693882395117154,0.4446570432124184,0.7866823505495044,0.44003430645312247,0.2399778193363169,0.43895537112906263,0.13970568610285117,0.44055831113227173,0.13028789134429242
0.4487514463799913,0.5929314503717529,0.45061141607762134,0.15221722844002245,0.4373211648444877,1.5655805184197655,0.44460931695986017,0.7129733808537555,0.4396876024305938,0.23946571445454967,0.43887138374051854,0.13861830080369542,0.4387419286772203,0.12884384209277533
0.44861652643562433,0.5883674628980765,0.450597751941954,0.15183433859623008,0.43740189081545866,1.5652532419953191,0.4452932830943137,0.7100625859646383,0.4397387667069434,0.23742416570937702,0.4389066431468944,0.1382705154102657,0.43875240307614627,0.12850665452099852
0.448025097580075,0.5291917443835878,0.4502868863087202,0.15181674488692962,0.4410762010454572,1.5641371448608634,0.4469289570438948,0.7029020126567778,0.4399052612419209,0.2151458347900701,0.4390941285686747,0.13833133899835576,0.43774020892887266,0.12834231202771573
0.4492892936042141,0.5266777944776561,0.4500902700247205,0.14637822271660422,0.44252746409806765,1.5638403819467683,0.4469943277581345,0.6989763501988406,0.4398421148882152,0.21085318566012212,0.4387827641834333,0.13574974614426938,0.4360472660835173,0.12617071631733523
0.44998539894335265,0.5242473508275949,0.45067653558868825,0.14352640697921826,0.443100110293674,1.5633513460952884,0.44820828837013416,0.6981104073789415,0.4420905936837868,0.20995949314329687,0.44027256769928313,0.13469655319929585,0.4372372047015658,0.12549813486207284
0.4502257953508333,0.5233757633880916,0.45098421688497814,0.14308866656732305,0.44382648562310845,1.5631919341160643,0.44847082938197147,0.6954869629906256,0.4429866252712793,0.20656864601004754,0.4411641064735021,0.13438192119356673,0.43727304326477257,0.12507809236858536
0.45121275688951545,0.5220133978268746,0.4513611780620864,0.14243604646065935,0.4441019373270198,1.562784566711425,0.4495200998419433,0.6928842570329712,0.4457843682751132,0.20620215013929755,0.4434464935767013,0.13346333051783943,0.43946736878368364,0.12460259575887123
0.45163156071527877,0.5206216015447834,0.452662251994089,0.14180229730481664,0.4445116534811356,1.5624955333350865,0.4499974261937165,0.651132702038802,0.4469002851004437,0.20486382587019525,0.444419794954591,0.1328662176957433,0.44053253823453353,0.12406416932787656
0.45172431849354866,0.519085816010622,0.4546090450781546,0.14064816171866287,0.44511101264699815,1.5562794990234323,0.45022336842853106,0.65092725712957,0.44706231061942514,0.20289514445630996,0.44460505292827124,0.13239549946976334,0.44171727979985276,0.12348693122176635
0.45229931042161864,0.518994302384475,0.4548345663005808,0.140353094718607,0.44515610883797674,1.555803168452142,0.45055671695817434,0.649504387459753,0.4471448447577017,0.20248421291069485,0.4446534536078719,0.13204662482722485,0.4418130340076374,0.12334437648721408
0.4524608922044906,0.5163698957757785,0.4546577111017438,0.14033781434166875,0.44521972320962144,1.5556772498732743,0.45121975558936755,0.6493554893074656,0.44695526514441525,0.2013856583878182,0.44444141827786904,0.1319843005695714,0.4415973231492325,0.1233515463480983
0.4531419341383127,0.5160688924053672,0.4547650542040409,0.14026691622208873,0.4454202552259031,1.5550546761419255,0.45149928388689275,0.6488575824281653,0.44715357215817453,0.20133737770636984,0.44463087821728764,0.1319048591782091,0.4417973258782224,0.1232998590441382
